Fridolein {'ratio': 4.5, 'most_spent': 19000.0, 'biggest_cut': 2211.0, 'avg_deduct': 'TBA'}
Nickxiiee {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5500.0, 'avg_deduct': 'TBA'}
Zive {'ratio': 0.6, 'most_spent': 12000.0, 'biggest_cut': 8543.0, 'avg_deduct': 'TBA'}
Kimpis {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4450.0, 'avg_deduct': 'TBA'}
Slimcravy {'ratio': 5.57, 'most_spent': 20500.0, 'biggest_cut': 1820.0, 'avg_deduct': 'TBA'}
Cosmos {'ratio': 1.36, 'most_spent': 5000.0, 'biggest_cut': 3025.0, 'avg_deduct': 'TBA'}
Alias {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6025.0, 'avg_deduct': 'TBA'}
Colmanogrief {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5281.0, 'avg_deduct': 'TBA'}
Miicksama {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4696.0, 'avg_deduct': 'TBA'}
Holymachiné {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4279.0, 'avg_deduct': 'TBA'}
Elevo {'ratio': 5.18, 'most_spent': 19800.0, 'biggest_cut': 3859.0, 'avg_deduct': 'TBA'}
Pilo {'ratio': 2.18, 'most_spent': 15000.0, 'biggest_cut': 3960.0, 'avg_deduct': 'TBA'}
Peazi {'ratio': 1.66, 'most_spent': 20000.0, 'biggest_cut': 3982.0, 'avg_deduct': 'TBA'}
Noobpriest {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3865.0, 'avg_deduct': 'TBA'}
Mechalight {'ratio': 1.86, 'most_spent': 12200.0, 'biggest_cut': 4347.0, 'avg_deduct': 'TBA'}
Deilar {'ratio': 0.89, 'most_spent': 5000.0, 'biggest_cut': 3319.0, 'avg_deduct': 'TBA'}
Littleleech {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3067.0, 'avg_deduct': 'TBA'}
Imrus {'ratio': 4.31, 'most_spent': 10500.0, 'biggest_cut': 2435.0, 'avg_deduct': 'TBA'}
Rozä {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2242.0, 'avg_deduct': 'TBA'}
Chicko {'ratio': 12.14, 'most_spent': 26000.0, 'biggest_cut': 3075.0, 'avg_deduct': 'TBA'}
Treeguyso {'ratio': 0.78, 'most_spent': 5000.0, 'biggest_cut': 3994.0, 'avg_deduct': 'TBA'}
Alnoo {'ratio': 0.22, 'most_spent': 5000.0, 'biggest_cut': 7172.0, 'avg_deduct': 'TBA'}
Daldaron {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2337.0, 'avg_deduct': 'TBA'}
Esmaerie {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2116.0, 'avg_deduct': 'TBA'}
Tiarbag {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2066.0, 'avg_deduct': 'TBA'}
Krobian {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6400.0, 'avg_deduct': 'TBA'}
Auuro {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3104.0, 'avg_deduct': 'TBA'}
Cobra {'ratio': 2.11, 'most_spent': 13000.0, 'biggest_cut': 5605.0, 'avg_deduct': 'TBA'}
Testopower {'ratio': 25.41, 'most_spent': 153500.0, 'biggest_cut': 4455.0, 'avg_deduct': 'TBA'}
Selenax {'ratio': 1.17, 'most_spent': 4000.0, 'biggest_cut': 1794.0, 'avg_deduct': 'TBA'}
Chikara {'ratio': 5.73, 'most_spent': 32000.0, 'biggest_cut': 4469.0, 'avg_deduct': 'TBA'}
Flamewalker {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6013.0, 'avg_deduct': 'TBA'}
Venomfang {'ratio': 6.66, 'most_spent': 21000.0, 'biggest_cut': 2295.0, 'avg_deduct': 'TBA'}
Limetto {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6651.0, 'avg_deduct': 'TBA'}
Radiconi {'ratio': 2.59, 'most_spent': 2300.0, 'biggest_cut': 887.0, 'avg_deduct': 'TBA'}
Oinkipoinky {'ratio': 3.65, 'most_spent': 29500.0, 'biggest_cut': 4536.0, 'avg_deduct': 'TBA'}
Ameliegd {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2126.0, 'avg_deduct': 'TBA'}
Revísoren {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2131.0, 'avg_deduct': 'TBA'}
Supmario {'ratio': 0.61, 'most_spent': 2800.0, 'biggest_cut': 5407.0, 'avg_deduct': 'TBA'}
Dina {'ratio': 2.87, 'most_spent': 14000.0, 'biggest_cut': 3452.0, 'avg_deduct': 'TBA'}
Aleriaa {'ratio': 6.81, 'most_spent': 27000.0, 'biggest_cut': 2303.0, 'avg_deduct': 'TBA'}
Rhenae {'ratio': 1.6, 'most_spent': 23000.0, 'biggest_cut': 7476.0, 'avg_deduct': 'TBA'}
Bigdolly {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7759.0, 'avg_deduct': 'TBA'}
Mimie {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7575.0, 'avg_deduct': 'TBA'}
Healmepls {'ratio': 0.48, 'most_spent': 5000.0, 'biggest_cut': 5918.0, 'avg_deduct': 'TBA'}
Mechastab {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6479.0, 'avg_deduct': 'TBA'}
Hamiit {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5815.0, 'avg_deduct': 'TBA'}
Hanswuscht {'ratio': 0.13, 'most_spent': 1000.0, 'biggest_cut': 4691.0, 'avg_deduct': 'TBA'}
Pewpewone {'ratio': 2.68, 'most_spent': 11900.0, 'biggest_cut': 4433.0, 'avg_deduct': 'TBA'}
Hattz {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7435.0, 'avg_deduct': 'TBA'}
Pvemonkey {'ratio': 5.45, 'most_spent': 50000.0, 'biggest_cut': 4488.0, 'avg_deduct': 'TBA'}
Magedead {'ratio': 0.06, 'most_spent': 500.0, 'biggest_cut': 4351.0, 'avg_deduct': 'TBA'}
Craazy {'ratio': 0, 'most_spent': 0, 'biggest_cut': 8226.0, 'avg_deduct': 'TBA'}
Volux {'ratio': 6.58, 'most_spent': 21500.0, 'biggest_cut': 3675.0, 'avg_deduct': 'TBA'}
Viadz {'ratio': 0.99, 'most_spent': 7000.0, 'biggest_cut': 3063.0, 'avg_deduct': 'TBA'}
Gnomishly {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7435.0, 'avg_deduct': 'TBA'}
Hamstringbro {'ratio': 0, 'most_spent': 0, 'biggest_cut': 8543.0, 'avg_deduct': 'TBA'}
Colmanotrans {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7789.0, 'avg_deduct': 'TBA'}
Ducki {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4961.0, 'avg_deduct': 'TBA'}
Taggart {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5039.0, 'avg_deduct': 'TBA'}
Varal {'ratio': 0.25, 'most_spent': 2500.0, 'biggest_cut': 4723.0, 'avg_deduct': 'TBA'}
Healmander {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5495.0, 'avg_deduct': 'TBA'}
Hattioz {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1815.0, 'avg_deduct': 'TBA'}
Arespanza {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1423.0, 'avg_deduct': 'TBA'}
Crtn {'ratio': 2.95, 'most_spent': 2000.0, 'biggest_cut': 677.0, 'avg_deduct': 'TBA'}
Cunninng {'ratio': 7.18, 'most_spent': 11000.0, 'biggest_cut': 767.0, 'avg_deduct': 'TBA'}
Skíf {'ratio': 0.91, 'most_spent': 2000.0, 'biggest_cut': 1497.0, 'avg_deduct': 'TBA'}
Rujn {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1207.0, 'avg_deduct': 'TBA'}
Arasuru {'ratio': 1.09, 'most_spent': 17000.0, 'biggest_cut': 4690.0, 'avg_deduct': 'TBA'}
Moneyforlife {'ratio': 2.07, 'most_spent': 6000.0, 'biggest_cut': 2438.0, 'avg_deduct': 'TBA'}
Slæy {'ratio': 2.26, 'most_spent': 7500.0, 'biggest_cut': 2886.0, 'avg_deduct': 'TBA'}
Nanimagic {'ratio': 0, 'most_spent': 0, 'biggest_cut': 225.0, 'avg_deduct': 'TBA'}
Azæqt {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1868.0, 'avg_deduct': 'TBA'}
Atieshe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3906.0, 'avg_deduct': 'TBA'}
Zivri {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3567.0, 'avg_deduct': 'TBA'}
Mashaya {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2301.0, 'avg_deduct': 'TBA'}
Pneuma {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1543.0, 'avg_deduct': 'TBA'}
Viraa {'ratio': 1.29, 'most_spent': 3000.0, 'biggest_cut': 1502.0, 'avg_deduct': 'TBA'}
Aco {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1089.0, 'avg_deduct': 'TBA'}
Tuckyxdd {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2941.0, 'avg_deduct': 'TBA'}
Qoi {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2359.0, 'avg_deduct': 'TBA'}
Benzine {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4081.0, 'avg_deduct': 'TBA'}
Ghostfacee {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1654.0, 'avg_deduct': 'TBA'}
Yuki {'ratio': 45.36, 'most_spent': 23000.0, 'biggest_cut': 507.0, 'avg_deduct': 'TBA'}
Merinnia {'ratio': 0.71, 'most_spent': 3500.0, 'biggest_cut': 3011.0, 'avg_deduct': 'TBA'}
Shoecleaner {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2382.0, 'avg_deduct': 'TBA'}
Esentia {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1386.0, 'avg_deduct': 'TBA'}
Nedichydra {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4330.0, 'avg_deduct': 'TBA'}
Asta {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4292.0, 'avg_deduct': 'TBA'}
Crimsonhaze {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4202.0, 'avg_deduct': 'TBA'}
Miilari {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4042.0, 'avg_deduct': 'TBA'}
Knifeyminaj {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3546.0, 'avg_deduct': 'TBA'}
Depressifwar {'ratio': 1.15, 'most_spent': 9000.0, 'biggest_cut': 4120.0, 'avg_deduct': 'TBA'}
Giammie {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5257.0, 'avg_deduct': 'TBA'}
Patrijarh {'ratio': 0.17, 'most_spent': 800.0, 'biggest_cut': 4709.0, 'avg_deduct': 'TBA'}
Jeffbald {'ratio': 0.57, 'most_spent': 5000.0, 'biggest_cut': 4366.0, 'avg_deduct': 'TBA'}
Arkisnarki {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3296.0, 'avg_deduct': 'TBA'}
Epri {'ratio': 0.12, 'most_spent': 611.0, 'biggest_cut': 2901.0, 'avg_deduct': 'TBA'}
Roxxie {'ratio': 3.79, 'most_spent': 11000.0, 'biggest_cut': 2905.0, 'avg_deduct': 'TBA'}
Shatexbro {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2378.0, 'avg_deduct': 'TBA'}
Dpswarlord {'ratio': 0.96, 'most_spent': 1800.0, 'biggest_cut': 1884.0, 'avg_deduct': 'TBA'}
Trileçe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5299.0, 'avg_deduct': 'TBA'}
Vanillagirl {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2837.0, 'avg_deduct': 'TBA'}
Adeus {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2292.0, 'avg_deduct': 'TBA'}
Jahnee {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4059.0, 'avg_deduct': 'TBA'}
Manomozza {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2392.0, 'avg_deduct': 'TBA'}
Amintohid {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5972.0, 'avg_deduct': 'TBA'}
Kitten {'ratio': 0.14, 'most_spent': 1000.0, 'biggest_cut': 3554.0, 'avg_deduct': 'TBA'}
Tavareze {'ratio': 7.24, 'most_spent': 45500.0, 'biggest_cut': 3352.0, 'avg_deduct': 'TBA'}
Wheerpz {'ratio': 0.47, 'most_spent': 1000.0, 'biggest_cut': 2116.0, 'avg_deduct': 'TBA'}
Vyló {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4716.0, 'avg_deduct': 'TBA'}
Balinda {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3411.0, 'avg_deduct': 'TBA'}
Serix {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3341.0, 'avg_deduct': 'TBA'}
Fregor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3129.0, 'avg_deduct': 'TBA'}
Mothaduka {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2863.0, 'avg_deduct': 'TBA'}
Melenagnomes {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2827.0, 'avg_deduct': 'TBA'}
Astroworld {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5623.0, 'avg_deduct': 'TBA'}
Scheming {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2725.0, 'avg_deduct': 'TBA'}
Limetten {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4013.0, 'avg_deduct': 'TBA'}
Sunderstruck {'ratio': 0.24, 'most_spent': 888.0, 'biggest_cut': 4598.0, 'avg_deduct': 'TBA'}
Tusqaiw {'ratio': 10.26, 'most_spent': 46000.0, 'biggest_cut': 4485.0, 'avg_deduct': 'TBA'}
Drmåster {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4355.0, 'avg_deduct': 'TBA'}
Rdy {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3848.0, 'avg_deduct': 'TBA'}
Nefilina {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2821.0, 'avg_deduct': 'TBA'}
Truttefrut {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3338.0, 'avg_deduct': 'TBA'}
Beocca {'ratio': 5.59, 'most_spent': 12000.0, 'biggest_cut': 2145.0, 'avg_deduct': 'TBA'}
Schnibbi {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3431.0, 'avg_deduct': 'TBA'}
Darkbitcch {'ratio': 13.44, 'most_spent': 100000.0, 'biggest_cut': 5978.0, 'avg_deduct': 'TBA'}
Statskassa {'ratio': 1.46, 'most_spent': 5000.0, 'biggest_cut': 2001.0, 'avg_deduct': 'TBA'}
Marttn {'ratio': 0, 'most_spent': 0, 'biggest_cut': 662.0, 'avg_deduct': 'TBA'}
Peacekéy {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1511.0, 'avg_deduct': 'TBA'}
Pig {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1894.0, 'avg_deduct': 'TBA'}
Kikkoslapo {'ratio': 1.31, 'most_spent': 3000.0, 'biggest_cut': 2288.0, 'avg_deduct': 'TBA'}
Beryndra {'ratio': 0.16, 'most_spent': 1000.0, 'biggest_cut': 3400.0, 'avg_deduct': 'TBA'}
Jeztor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4165.0, 'avg_deduct': 'TBA'}
Wav {'ratio': 0.31, 'most_spent': 500.0, 'biggest_cut': 1189.0, 'avg_deduct': 'TBA'}
Drghablame {'ratio': 1.79, 'most_spent': 2000.0, 'biggest_cut': 1117.0, 'avg_deduct': 'TBA'}
Sukmywand {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5483.0, 'avg_deduct': 'TBA'}
Brunewarrior {'ratio': 1.93, 'most_spent': 11000.0, 'biggest_cut': 5707.0, 'avg_deduct': 'TBA'}
Pucoo {'ratio': 0.47, 'most_spent': 3000.0, 'biggest_cut': 4618.0, 'avg_deduct': 'TBA'}
Stiffi {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7708.0, 'avg_deduct': 'TBA'}
Anarbor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4470.0, 'avg_deduct': 'TBA'}
Clusterfukk {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5643.0, 'avg_deduct': 'TBA'}
Antorr {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4882.0, 'avg_deduct': 'TBA'}
Pustellin {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4157.0, 'avg_deduct': 'TBA'}
Depreshortie {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3589.0, 'avg_deduct': 'TBA'}
Littlelise {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3328.0, 'avg_deduct': 'TBA'}
Eggnoc {'ratio': 0.33, 'most_spent': 1000.0, 'biggest_cut': 2987.0, 'avg_deduct': 'TBA'}
Elusin {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4729.0, 'avg_deduct': 'TBA'}
Ziivii {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4007.0, 'avg_deduct': 'TBA'}
Columb {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2692.0, 'avg_deduct': 'TBA'}
Zeltlock {'ratio': 4.24, 'most_spent': 11500.0, 'biggest_cut': 2712.0, 'avg_deduct': 'TBA'}
Savat {'ratio': 9.93, 'most_spent': 8500.0, 'biggest_cut': 856.0, 'avg_deduct': 'TBA'}
Snigli {'ratio': 0, 'most_spent': 0, 'biggest_cut': 615.0, 'avg_deduct': 'TBA'}
Ebegümeci {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3421.0, 'avg_deduct': 'TBA'}
Rugger {'ratio': 4.5, 'most_spent': 10000.0, 'biggest_cut': 2224.0, 'avg_deduct': 'TBA'}
Penance {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1950.0, 'avg_deduct': 'TBA'}
Redeed {'ratio': 1.46, 'most_spent': 2600.0, 'biggest_cut': 965.0, 'avg_deduct': 'TBA'}
Cetrion {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2129.0, 'avg_deduct': 'TBA'}
Gnomestabyou {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1196.0, 'avg_deduct': 'TBA'}
Bîs {'ratio': 23.9, 'most_spent': 19100.0, 'biggest_cut': 799.0, 'avg_deduct': 'TBA'}
Lixz {'ratio': 0.31, 'most_spent': 500.0, 'biggest_cut': 1631.0, 'avg_deduct': 'TBA'}
Ooy {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1756.0, 'avg_deduct': 'TBA'}
Yndastra {'ratio': 0, 'most_spent': 0, 'biggest_cut': 525.0, 'avg_deduct': 'TBA'}
Mazga {'ratio': 6.23, 'most_spent': 2100.0, 'biggest_cut': 337.0, 'avg_deduct': 'TBA'}
Pocketcat {'ratio': 2.86, 'most_spent': 1000.0, 'biggest_cut': 350.0, 'avg_deduct': 'TBA'}
Akanne {'ratio': 2.24, 'most_spent': 800.0, 'biggest_cut': 357.0, 'avg_deduct': 'TBA'}
Atamage {'ratio': 0, 'most_spent': 0, 'biggest_cut': 290.0, 'avg_deduct': 'TBA'}
Thefirstlike {'ratio': 3.31, 'most_spent': 800.0, 'biggest_cut': 242.0, 'avg_deduct': 'TBA'}
Mammamia {'ratio': 2.34, 'most_spent': 1500.0, 'biggest_cut': 640.0, 'avg_deduct': 'TBA'}
Cotos {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3021.0, 'avg_deduct': 'TBA'}
Pantzer {'ratio': 1.17, 'most_spent': 1000.0, 'biggest_cut': 717.0, 'avg_deduct': 'TBA'}
Autorun {'ratio': 0.52, 'most_spent': 6000.0, 'biggest_cut': 4603.0, 'avg_deduct': 'TBA'}
Partner {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4885.0, 'avg_deduct': 'TBA'}
Fearofgodx {'ratio': 4.61, 'most_spent': 10000.0, 'biggest_cut': 2170.0, 'avg_deduct': 'TBA'}
Almsíví {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5124.0, 'avg_deduct': 'TBA'}
Künefe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5383.0, 'avg_deduct': 'TBA'}
Arijah {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5494.0, 'avg_deduct': 'TBA'}
Ombre {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4235.0, 'avg_deduct': 'TBA'}
Scim {'ratio': 0.38, 'most_spent': 2000.0, 'biggest_cut': 3519.0, 'avg_deduct': 'TBA'}
Delija {'ratio': 0.15, 'most_spent': 1000.0, 'biggest_cut': 6470.0, 'avg_deduct': 'TBA'}
Snipe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6907.0, 'avg_deduct': 'TBA'}
Kraliçe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 7334.0, 'avg_deduct': 'TBA'}
Mastika {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4551.0, 'avg_deduct': 'TBA'}
Passive {'ratio': 5.95, 'most_spent': 16500.0, 'biggest_cut': 2774.0, 'avg_deduct': 'TBA'}
Deppychunk {'ratio': 1.18, 'most_spent': 2000.0, 'biggest_cut': 1699.0, 'avg_deduct': 'TBA'}
Damlen {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1691.0, 'avg_deduct': 'TBA'}
Lolsobad {'ratio': 0.3, 'most_spent': 1000.0, 'biggest_cut': 1736.0, 'avg_deduct': 'TBA'}
Olppasd {'ratio': 0.32, 'most_spent': 500.0, 'biggest_cut': 1559.0, 'avg_deduct': 'TBA'}
Tegree {'ratio': 1.08, 'most_spent': 1600.0, 'biggest_cut': 1482.0, 'avg_deduct': 'TBA'}
Doomdust {'ratio': 2.87, 'most_spent': 4200.0, 'biggest_cut': 1461.0, 'avg_deduct': 'TBA'}
Dispell {'ratio': 0.84, 'most_spent': 1737.0, 'biggest_cut': 2062.0, 'avg_deduct': 'TBA'}
Ggloin {'ratio': 1.7, 'most_spent': 15500.0, 'biggest_cut': 4026.0, 'avg_deduct': 'TBA'}
Docky {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3101.0, 'avg_deduct': 'TBA'}
Pipobimbo {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2825.0, 'avg_deduct': 'TBA'}
Chiang {'ratio': 11.08, 'most_spent': 27000.0, 'biggest_cut': 2436.0, 'avg_deduct': 'TBA'}
Waron {'ratio': 7.18, 'most_spent': 15500.0, 'biggest_cut': 2158.0, 'avg_deduct': 'TBA'}
Ringó {'ratio': 1.31, 'most_spent': 5000.0, 'biggest_cut': 2223.0, 'avg_deduct': 'TBA'}
Micksamaa {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6433.0, 'avg_deduct': 'TBA'}
Chryse {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3787.0, 'avg_deduct': 'TBA'}
Natureblaze {'ratio': 4.0, 'most_spent': 8500.0, 'biggest_cut': 2124.0, 'avg_deduct': 'TBA'}
Daytona {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2773.0, 'avg_deduct': 'TBA'}
Ktl {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2702.0, 'avg_deduct': 'TBA'}
Teldor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4197.0, 'avg_deduct': 'TBA'}
Tobot {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2717.0, 'avg_deduct': 'TBA'}
Lompe {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1248.0, 'avg_deduct': 'TBA'}
Pastirma {'ratio': 1.55, 'most_spent': 5000.0, 'biggest_cut': 3223.0, 'avg_deduct': 'TBA'}
Chimpanse {'ratio': 0.26, 'most_spent': 700.0, 'biggest_cut': 2739.0, 'avg_deduct': 'TBA'}
Rîngo {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2199.0, 'avg_deduct': 'TBA'}
Lolppa {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4364.0, 'avg_deduct': 'TBA'}
Zankerli {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2809.0, 'avg_deduct': 'TBA'}
Milanbaros {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1554.0, 'avg_deduct': 'TBA'}
Myhrern {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1890.0, 'avg_deduct': 'TBA'}
Dmxl {'ratio': 4.9, 'most_spent': 4500.0, 'biggest_cut': 919.0, 'avg_deduct': 'TBA'}
Rotkraut {'ratio': 13.18, 'most_spent': 7000.0, 'biggest_cut': 531.0, 'avg_deduct': 'TBA'}
Physica {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1286.0, 'avg_deduct': 'TBA'}
Deppy {'ratio': 0.3, 'most_spent': 1063.0, 'biggest_cut': 3565.0, 'avg_deduct': 'TBA'}
Cant {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3020.0, 'avg_deduct': 'TBA'}
Charlin {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2676.0, 'avg_deduct': 'TBA'}
Blixen {'ratio': 18.56, 'most_spent': 35000.0, 'biggest_cut': 1494.0, 'avg_deduct': 'TBA'}
Telmist {'ratio': 2.57, 'most_spent': 2700.0, 'biggest_cut': 1050.0, 'avg_deduct': 'TBA'}
Tyson {'ratio': 0.71, 'most_spent': 1500.0, 'biggest_cut': 2144.0, 'avg_deduct': 'TBA'}
Thaimonk {'ratio': 1.28, 'most_spent': 8500.0, 'biggest_cut': 2954.0, 'avg_deduct': 'TBA'}
Ylune {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1119.0, 'avg_deduct': 'TBA'}
Glâncéalot {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5627.0, 'avg_deduct': 'TBA'}
Nerò {'ratio': 0, 'most_spent': 0, 'biggest_cut': 5694.0, 'avg_deduct': 'TBA'}
Bauhinia {'ratio': 22.06, 'most_spent': 44500.0, 'biggest_cut': 2017.0, 'avg_deduct': 'TBA'}
Frontsau {'ratio': 8.97, 'most_spent': 30500.0, 'biggest_cut': 3400.0, 'avg_deduct': 'TBA'}
Rìngo {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3991.0, 'avg_deduct': 'TBA'}
Teddyp {'ratio': 1.22, 'most_spent': 5000.0, 'biggest_cut': 4092.0, 'avg_deduct': 'TBA'}
Tesfaye {'ratio': 3.13, 'most_spent': 16000.0, 'biggest_cut': 3396.0, 'avg_deduct': 'TBA'}
Marinä {'ratio': 4.5, 'most_spent': 4500.0, 'biggest_cut': 1000.0, 'avg_deduct': 'TBA'}
Snurre {'ratio': 1.3, 'most_spent': 3500.0, 'biggest_cut': 2631.0, 'avg_deduct': 'TBA'}
Dartez {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2073.0, 'avg_deduct': 'TBA'}
Telmar {'ratio': 0.74, 'most_spent': 3500.0, 'biggest_cut': 3241.0, 'avg_deduct': 'TBA'}
Zivir {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4653.0, 'avg_deduct': 'TBA'}
Druss {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4520.0, 'avg_deduct': 'TBA'}
Roidwalker {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4011.0, 'avg_deduct': 'TBA'}
Spoiled {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3651.0, 'avg_deduct': 'TBA'}
Cheetoh {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3200.0, 'avg_deduct': 'TBA'}
Amo {'ratio': 3.92, 'most_spent': 11000.0, 'biggest_cut': 2806.0, 'avg_deduct': 'TBA'}
